stakeholder,org_as_stated,date,source_type,position_summary,quote,doc_url,confidence
Upper Colorado River Commission,UPPER COLORADO RIVER COMMISSION,2023-08-15,usbr_post2026_letter,"Supports development of new Post-2026 operational guidelines for Lakes Powell and Mead; urges inclusion of Basin States, protection of Upper Basin rights, durable mechanisms to protect and rebuild storage, and actions to address supply-demand imbalance with responsive operations.",The Upper Division States support the development of new operational guidelines and strategies for Lake Powell and Lake Mead (“Post-2026 Operations”) to replace the 2007 Guidelines.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,high
Upper Colorado River Commission,Upper Colorado River Commissioner Department of Natural Resources COLORADO Colorado Water Conservation Board Department of Natural Resources,2023-08-15,usbr_post2026_letter,Submitted comments to the Bureau of Reclamation regarding post-2026 operational guidelines for the Colorado River; the substantive content is not included in this fragment.,"Rebecca Mitchell, Colorado’s Colorado River Commissioner | Lauren Ris, CWCB Acting Director",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,high
Upper Colorado River Commission,"States of Colorado, New Mexico, Utah, and Wyoming (Upper Division States), Upper Colorado River Commission (UCRC)",2023-12-11,usbr_post2026_letter,"Requests Reclamation make Lower Basin reductions mandatory and enforceable (3.0 maf by 2026) as wet‑water, verifiable conservation (not ICS conversion), reinstate First Draft operational tiers to better protect Lake Powell, and improve accounting (evaporation, LTEMP) and limits on reserved authority.","Reclamation must ensure that the SEIS conservation is mandatory and enforceable, as represented in the Lower Division Proposal, so that the Proposed Action Alternative can achieve the purpose and need identified in the Revised Draft SEIS.",https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Government/484_Uppper Colorado River Commission_508.pdf,high
Upper Colorado River Commission,"Upper Division States of Colorado, New Mexico, Utah, and Wyoming, Upper Colorado River Commission (UCRC)",2024-03-28,usbr_post2026_letter,"Acknowledges completion of 2023 DROA releases, expresses appreciation for Reclamation's collaboration, and states readiness to continue working with Reclamation and to proceed with any 2024 DROA plan in accordance with DROA and the UCRC's September 21, 2023 resolution.",The Upper Division States and the UCRC stand ready to continue working with Reclamation consistent with DROA.,https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/20240328-Completion2023DroughtResponseOperationsAgreementPlan-UCRCLetter-508.pdf,high
Ute Indian Tribe of the Uintah and Ouray Reservation,Ute Indian Tribe of the Uintah and Ouray Reservation,2023-11-21,usbr_post2026_letter,"Requests Reclamation expand the SEIS scope to include Upper Basin tribes, analyze effects on the Ute Tribe’s Indian reserved water rights and Indian Trust Assets, acknowledge federal trust obligations, and ensure protection and equitable consideration of tribal water development and legal rights.","Our Tribe is completely excluded from any evaluation, analysis, or consideration on the critical issues before Colorado River water users today.",https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Tribes/115_Ute Indian Tribe of the Uintah and Ouray Reservation_508.pdf,high
Ute Mountain Ute Tribe,Southern Ute Indian Tribe; Paiute Indian Tribe of Utah; Ute Mountain Ute Tribe; Jicarilla Apache Nation; The Nature Conservancy; Western Resource Advocates; Environmental Defense Fund; National Audubon Society; Theodore Roosevelt Conservation Partnership; American Rivers; Trout Unlimited; Sonoran Institute; Living Rivers; National Wildlife Federation,,usbr_post2026_letter,"Joint comment urges Post-2026 Guidelines to recognize Tribal sovereignty, include Tribes in decision-making, build resilience using science and Indigenous knowledge, protect ecological/spiritual/cultural values, ensure water security and drinking water, and account for Tribal reserved water rights.",Recognize Tribal sovereignty by: a. Providing Tribal Nations their rightful role in negotiations and decision-making processes,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Ute Mountain Ute Tribe,Ute Mountain Ute Tribe,,usbr_post2026_letter,"Requests compensation for Tribes to forgo or bypass their water, calls for tracking Tribal water contributions, incorporation of hydrology into Lower Basin modeling, accounting for evaporation/transit losses, and protection of water needs for energy projects.",Tribes must be compensated for unused water and compensated to refrain from developing their water.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Ute Mountain Ute Tribe,Ute Mountain Ute Tribe,2023-08-15,usbr_post2026_letter,"Supports tribal inclusion, requests upholding federal trust responsibility to preserve reserved water rights, incorporation of indigenous knowledge, opposes using Upper Basin reservoirs in Basin management and reductions in Upper Basin consumptive use, and seeks mechanisms for tribal consumption accounting.",the UMUT needs the federal government to uphold its trust responsibility in preserving and protecting tribes' federal reserved water rights and use in perpetuity.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Ute Mountain Ute Tribe,"Southern Ute Indian Tribe, Paiute Indian Tribe of Utah, Salt River Pima–Maricopa Indian Community, Ute Mountain Ute Tribe, Tonto Apache Tribe, Fort Yuma Quechan Indian Tribe, Pueblo of Zuni Tribe, Gila River Indian Community, Yavapai-Apache Nation, Ak Chin Indian Community, Ute Indian Tribe, Jicarilla Apache Nation, Yavapai-Prescott Indian Tribe, Hualapai Tribe, Las Vegas Tribe of Paiute, San Juan Southern Paiute Tribe, San Carlos Apache Tribe, Chemehuevi Tribe, White Mountain Apache Tribe, Pasqua Yaqui Tribe",2024-05-16,usbr_post2026_letter,"Tribes demand the United States and Reclamation actively protect Tribal water rights, reject involuntary or uncompensated out-of-priority cuts and development caps, secure equivalent alternative supplies and funding, fully analyze and mitigate impacts, enable flexible tribal participation, and create permanent tribal governance roles.","To meet its trust responsibility to Basin Tribes, the United States must take actions to actively protect Tribal water rights",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/alternatives/2024-05-17_Joint_Letter_re_Tribal_Principles_508.pdf,high
Washington County Water Conservancy District,Washington County Water Conservancy District,2023-08-15,usbr_post2026_letter,States Colorado River operations directly affect Washington County; supports Colorado River Authority of Utah's basin-wide consensus alternative and incorporates the Authority's comments; outlines local conservation and water-supply planning.,The District hereby endorses and incorporates the Authority's comments on the NOi.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,high
Washington County Water Conservancy District,Washington County Water Conservancy District,2023-12-11,usbr_post2026_letter,"Submits formal comments on the Revised Draft SEIS, endorses and incorporates the Upper Colorado River Commission's comments, and requests Reclamation consider impacts to Washington County's Colorado River-connected water supplies and ongoing conservation and supply plans.",The district hereby endorses and incorporates the Upper Colorado River Commission's comments on the Revised Draft SEIS.,https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Government/305_Washington County Water Conservancy District_508.pdf,high
Wellton-Mohawk Irrigation and Drainage District,"Wellton-Mohawk Irrigation and Drainage District, Yuma Mesa Irrigation and Drainage District, Yuma Irrigation District, North Gila Valley Irrigation and Drainage District (collectively, the Districts)",2023-12-11,usbr_post2026_letter,"Supports voluntary, compensated conservation (most aspects of the Proposed Alternative) and flexibility for local districts/growers; opposes expedited actions that could override legal priorities or NEPA; demands the Bureau abide by the Law of the River, APA, NEPA, and equitably apportion middle-priority entitlements.",the Bureau must at all times allocate water deliveries and reductions according to the priority system encoded in the Law of the River,https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Government/284_Joint Irrigation Districts_508.pdf,high
Western Area Power Administration (WAPA),Western Area Power Administration (WAPA),,usbr_post2026_letter,Proposes replacing WAPA-199 with WAPA-206 (similar structure); expects low firming expenses and anticipates limited impacts to the CRSP Basin Fund under the DRO scenarios described.,"Western Area Power Administration (WAPA) proposes to replace this rate with WAPA-206, which, as proposed, will have a similar structure to WAPA-199.",https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/20230517-2023DROAPlan-508-UCRO.pdf,high
Western Area Power Administration (WAPA),Western Area Power Administration Colorado River Storage Project (CRSP) Management Center,2020-11-16,usbr_post2026_letter,"Requests that the Draft 7.D. report include Glen Canyon and federal hydropower production data (annual/monthly generation, capacity, economic value), offers to provide data, and asks for a subsection/table comparing hydropower to reservoir operations, arguing the report is incomplete without it.",WAPA believes any report that strives to consider the effect of water storage on Lake Powell and Lake Mead that does not include a robust discussion of the effects on hydropower production is necessarily deficient.,https://www.usbr.gov/ColoradoRiverBasin/documents/7d/7DReportcomments_WAPA_Comment Form.pdf,high
